,0
0,119.796036
1,120.202484
2,120.584175
3,121.15138
4,120.25653
5,120.887955
6,119.57448
7,119.16
8,119.61944
9,119.035545
10,119.24381
11,119.52327
12,119.34475
13,119.67242
14,126.5002
15,126.54045
16,127.66955
17,111.127815
18,104.82686
19,114.475136
20,128.33662
21,128.46005
22,128.4679
23,150.65895
24,156.06537
25,155.4492
26,154.64796
27,155.15834
28,154.35162
29,156.1628
30,156.34946
31,156.48297
32,156.05421
33,129.01744
34,128.00633
35,127.490616
36,128.23686
37,128.45724
38,136.09686
39,128.17543
40,128.66837
41,128.10287
42,128.01987
43,128.16609
44,128.84471
45,128.6006
46,128.16087
47,139.17632
48,156.98558
49,155.33122
50,156.25792
51,154.00099
52,155.9736
53,154.49062
54,154.5177
55,153.7999
56,154.46146
57,148.44753
58,128.07024
59,128.57745
60,129.33945
61,129.25365
62,129.37943
63,129.11473
64,129.18665
65,128.45122
66,128.86018
67,129.32462
68,129.13664
69,128.08801
70,128.29321
71,128.46507
72,128.35214
73,128.17459
74,128.04103
75,128.21318
76,126.86489
77,119.382935
78,117.24222
79,112.482475
80,105.39021
81,105.0053
82,128.9681
83,127.6376
84,128.02458
85,113.019005
86,104.736305
87,105.163246
88,105.76542
89,106.11291
90,126.27164
91,120.151276
92,114.00763
93,128.60283
94,128.27052
95,154.55214
96,124.687065
97,125.881424
98,125.92759
99,124.99678
100,124.49027
101,118.312256
102,104.019844
103,104.266975
104,104.259766
105,104.500946
106,127.29429
107,128.71513
108,127.7599
109,127.937775
110,129.83249
111,123.22406
112,128.0824
113,128.27768
114,123.81337
115,127.78222
116,127.99425
117,117.21947
118,104.85274
119,150.45772
120,157.024
121,155.02573
122,156.87299
123,156.08766
124,156.90796
125,157.41574
126,157.47743
127,157.60506
128,157.73557
129,156.56358
130,156.86928
131,135.0259
132,107.28329
133,127.17095
134,128.39531
135,126.36457
136,115.2642
137,118.6699
138,118.11209
139,120.61385
140,117.46396
141,103.9015
142,103.57539
143,104.585434
144,111.13659
145,154.18794
146,150.68057
147,106.15951
148,105.06994
149,105.87992
150,121.23673
151,115.02333
152,113.13517
153,113.11305
154,110.968216
155,116.25688
156,117.885666
157,127.31973
158,127.34006
159,128.76242
160,118.53468
161,121.79172
162,116.23096
163,115.05577
164,125.93421
165,106.75847
166,123.2445
167,126.3125
168,118.79354
169,121.5527
170,116.87256
171,114.948494
172,105.25587
173,104.16379
174,104.341415
175,126.340546
176,127.98126
177,103.073425
178,102.62373
179,102.69772
180,102.99094
181,104.6418
182,153.06625
183,122.61446
184,103.30872
185,102.81388
186,103.06936
187,102.90856
188,103.912315
189,103.86661
190,103.622765
191,103.69469
192,103.833755
193,103.62184
194,103.27303
195,103.4082
196,127.6689
197,126.45871
