,0
0,117.498116
1,117.84286
2,118.14886
3,118.7934
4,117.91104
5,118.66477
6,117.4692
7,116.93339
8,117.48371
9,116.889244
10,117.047356
11,117.18846
12,117.0308
13,117.32031
14,122.47088
15,122.46961
16,123.18271
17,108.97057
18,102.838326
19,112.1612
20,124.13347
21,124.20208
22,124.15172
23,148.08261
24,153.92044
25,153.2281
26,152.46834
27,152.96109
28,152.04796
29,154.06738
30,154.30717
31,154.531
32,153.89105
33,124.71811
34,123.6708
35,123.20818
36,123.94468
37,124.261345
38,132.25325
39,123.90119
40,124.39187
41,123.74003
42,123.79858
43,124.08984
44,124.803764
45,124.52678
46,124.11764
47,136.02048
48,154.91714
49,153.20805
50,154.19482
51,151.7237
52,153.8237
53,152.19337
54,152.28456
55,151.46533
56,152.25735
57,145.77618
58,123.881744
59,124.306145
60,125.136086
61,125.052895
62,125.09773
63,124.91808
64,125.033134
65,124.45163
66,124.78885
67,125.28202
68,125.15121
69,123.84578
70,124.082184
71,124.13196
72,124.12993
73,124.00233
74,123.8744
75,124.04821
76,122.86903
77,117.191505
78,115.12541
79,110.36007
80,103.56132
81,103.37973
82,124.812935
83,123.28032
84,123.93017
85,111.03207
86,103.04043
87,103.11125
88,103.62679
89,103.858955
90,122.2069
91,117.61465
92,111.52363
93,124.061195
94,123.70106
95,151.50018
96,120.96277
97,121.99703
98,122.02363
99,121.39901
100,121.06788
101,116.03487
102,102.253654
103,102.782845
104,102.28417
105,102.45054
106,123.078926
107,124.402374
108,123.41934
109,123.719345
110,125.15854
111,119.80348
112,123.440025
113,123.64794
114,120.48093
115,123.33239
116,123.763596
117,115.09043
118,102.73501
119,147.90627
120,154.87686
121,152.6916
122,154.65915
123,153.97491
124,154.75656
125,155.28339
126,155.41562
127,155.61316
128,155.72899
129,154.51593
130,154.7166
131,131.3516
132,105.129906
133,122.83945
134,124.127396
135,122.27996
136,113.001724
137,116.31866
138,115.67744
139,118.229256
140,115.222984
141,102.163475
142,101.68496
143,102.80462
144,108.98721
145,151.87453
146,148.05316
147,103.888145
148,103.30475
149,103.84112
150,118.98176
151,112.73369
152,110.79128
153,110.69736
154,108.68395
155,114.031166
156,115.54492
157,122.00459
158,122.24136
159,123.819046
160,115.93519
161,119.17895
162,113.85864
163,112.87874
164,121.9036
165,104.42634
166,119.82789
167,122.3361
168,116.490776
169,119.192726
170,114.6084
171,112.79125
172,103.46073
173,102.14201
174,102.40808
175,122.30155
176,123.7182
177,101.42128
178,101.33594
179,101.23518
180,101.37454
181,102.67597
182,150.61978
183,119.32242
184,101.790245
185,101.207985
186,101.493164
187,101.42399
188,101.668686
189,102.04226
190,101.76374
191,101.71372
192,101.973595
193,101.85143
194,101.51464
195,101.55839
196,123.20771
197,122.43895
198,122.03692
199,125.3031
200,125.17907
201,121.35082
202,125.98185
203,126.25273
204,121.25412
205,114.58395
206,115.55894
207,117.54715
208,101.62946
209,124.37193
210,124.36393
211,123.93105
212,121.89826
213,121.62186
214,102.61523
215,103.00489
216,118.727684
217,117.73545
218,125.910736
219,126.093704
220,115.31842
221,125.659225
222,125.152306
223,126.167885
224,126.447945
225,125.89165
226,125.71702
227,125.74293
228,125.8322
229,125.07035
230,125.455025
231,124.482834
232,125.41384
233,113.6439
234,124.216415
235,117.08343
236,125.19758
237,107.23833
238,105.335365
239,117.1215
240,103.120995
241,115.21597
242,113.85078
243,114.67204
244,114.58976
245,116.22929
246,116.61997
247,120.182434
248,123.33585
249,125.69984
250,122.580444
251,121.52235
252,120.01097
253,119.146255
254,115.39799
255,124.77293
256,125.20623
257,124.18872
258,117.25861
259,119.88638
260,110.9829
261,123.74581
262,123.909996
263,124.78532
264,124.72571
265,124.70132
266,125.15725
267,124.08262
268,124.542114
269,110.504974
270,113.45995
271,123.89894
272,124.95115
273,125.339134
274,125.08401
275,123.996605
276,123.44
277,124.53276
278,123.19274
279,124.00478
280,124.38898
281,106.097336
282,102.93995
283,105.5454
284,112.693855
285,112.11878
286,114.023544
287,103.60544
288,101.35223
289,102.14953
290,104.5463
291,102.571754
292,104.09867
293,104.992966
294,111.955414
295,116.97595
296,117.692924
297,114.95248
298,114.01426
299,113.00171
300,123.13454
301,124.73325
302,125.06251
303,122.49691
304,121.09815
305,123.21139
306,114.37754
307,115.3552
308,114.66678
309,115.59258
310,115.15866
311,114.82908
312,119.085106
313,116.37209
314,118.29856
315,118.33878
316,116.7024
317,120.03517
318,112.809715
319,107.51632
320,110.54498
321,108.87026
322,118.016464
323,121.44956
324,123.97336
325,123.62726
326,123.70131
327,123.13435
328,124.50427
329,124.67809
330,124.86636
331,113.099525
332,125.12654
333,125.337944
334,124.621086
335,125.47516
336,124.81563
337,125.164375
338,124.65601
339,124.93805
340,125.33878
341,120.55772
342,117.73684
343,101.0966
344,111.96908
345,108.40679
346,124.215324
347,124.73077
348,124.32659
349,124.914024
350,124.94596
351,111.62758
352,103.475624
353,102.94676
354,103.414764
355,105.275826
356,123.20771
357,123.32412
358,118.40578
359,119.53824
360,118.289154
361,115.845634
362,114.08714
363,114.19281
364,113.444115
365,110.05703
366,109.036385
367,111.95519
368,109.492676
369,121.9827
370,122.04921
371,120.07599
372,102.395294
373,102.899925
374,103.04279
375,102.93705
376,102.8498
377,102.83838
378,114.32735
379,124.16622
380,123.42424
381,121.180565
382,123.08759
383,122.47152
384,122.04837
385,122.02115
386,122.619865
387,122.52764
388,115.55556
389,113.11861
390,111.64608
391,111.92556
392,108.541954
393,117.20555
394,124.04906
395,116.5754
396,117.088806
397,103.10534
398,102.94788
399,103.28742
400,103.29015
401,119.55023
402,118.67295
403,117.654594
404,116.936615
405,120.75542
406,123.50788
407,123.24773
408,123.5964
409,123.83568
410,138.20036
411,137.26755
412,136.26012
413,137.91663
414,136.84218
415,136.78584
