,0
0,110.59594
1,110.50122
2,110.654205
3,110.91876
4,110.43139
5,110.95131
6,110.807884
7,111.27628
8,111.08198
9,110.69414
10,110.74936
11,121.035645
12,130.25883
13,131.37653
14,131.41275
15,131.57906
16,132.04381
17,130.67221
18,130.24834
19,127.17463
20,110.75753
21,110.37598
22,130.27568
23,131.11816
24,130.18452
25,111.80807
26,110.8435
27,109.92217
28,110.05541
29,110.12705
30,110.705055
31,110.65623
32,130.71693
33,131.98468
34,131.83344
35,131.6358
36,131.99297
37,131.50035
38,131.11052
39,131.69987
40,131.303
41,131.98386
42,131.5877
43,131.45279
44,130.89708
45,131.6039
46,131.45671
47,131.3122
48,131.3247
49,131.37596
50,113.06533
51,110.683
52,110.50863
53,110.60448
54,110.91087
55,131.37457
56,132.08176
57,131.42519
58,130.58746
59,130.49174
60,131.41286
61,130.98846
62,141.95406
63,160.80861
64,161.90175
65,160.89355
66,141.6694
67,131.34485
68,130.81479
69,131.24783
70,130.47803
71,130.6965
72,130.12445
73,129.62189
74,130.82642
75,125.98622
76,121.04923
77,130.26465
78,130.97502
79,129.85417
80,130.35689
81,130.70465
82,130.9017
83,131.17232
84,131.3718
85,131.11438
86,131.79654
87,131.66156
88,130.31534
89,130.63809
90,130.18546
91,129.89629
92,130.69878
93,129.8238
94,129.9378
95,129.9017
96,129.78236
97,130.38777
98,126.69547
99,110.44837
100,129.49332
101,130.40236
102,129.51085
103,129.57872
104,130.52779
105,131.19273
106,131.31589
107,131.66461
108,131.9541
109,131.53764
110,131.79724
111,131.53802
112,131.3262
113,131.78564
114,130.78764
115,130.92487
116,130.4181
117,130.62038
118,130.9057
119,129.93407
120,130.15335
121,116.41404
122,108.854935
123,109.00913
124,108.786156
125,109.19833
126,109.35212
127,110.027824
128,109.653694
129,123.51773
130,130.68001
131,131.42267
132,131.35474
133,130.45924
134,131.4238
135,131.029
136,131.00218
137,130.66019
138,129.8679
139,129.91084
140,129.4649
141,130.22238
142,128.65529
143,128.87643
144,114.22294
145,110.04053
146,109.73569
147,109.86313
148,110.27033
149,111.227615
150,163.27542
151,161.07878
152,161.18689
153,161.69241
154,163.19096
155,161.02806
156,163.10559
157,163.19862
158,163.91371
159,163.35092
160,164.8999
161,163.27249
162,164.6852
163,129.4229
164,128.52946
165,122.990295
166,166.52434
167,166.54312
168,165.60025
169,166.39969
170,166.32217
171,166.65298
172,166.45848
173,166.65204
174,165.1945
175,166.73775
176,166.12213
177,128.45065
178,130.449
179,129.09395
180,129.21936
181,125.57172
182,129.71143
183,129.91257
184,158.19208
185,166.46182
186,166.47517
187,164.68192
188,165.85922
189,164.34125
190,164.88571
191,165.42593
192,166.40213
193,165.7752
194,166.20314
195,164.80518
196,166.60538
197,158.46655
198,128.36961
199,129.61458
200,129.46469
201,130.91553
202,165.14148
203,164.61049
204,164.83946
205,161.3601
206,162.22339
207,161.16496
208,161.56386
209,160.76958
210,162.38289
211,159.87202
212,161.90953
213,159.56735
214,160.61406
215,129.44899
216,130.31107
217,130.58998
218,129.79637
219,129.793
220,130.20473
221,118.886765
222,109.71462
223,109.40003
224,116.12573
225,130.23239
226,159.26463
227,158.85698
228,157.4762
229,156.81097
230,157.38252
231,155.98007
232,156.71469
233,158.3709
234,157.44217
235,156.35678
236,158.20027
237,156.24649
238,157.12383
239,156.30171
240,131.9371
241,131.18832
242,131.271
243,131.08691
244,131.19684
245,131.09991
246,119.52515
247,111.559235
248,130.97928
249,131.50415
250,130.83731
251,157.92548
252,154.93576
253,155.40512
254,156.30876
255,156.26427
256,154.57245
257,155.66681
258,158.02277
259,159.85632
260,159.56937
261,130.06596
262,128.98993
263,128.79659
264,129.59479
265,130.14323
266,129.42339
267,129.10938
268,130.3247
269,115.02435
270,113.537476
271,113.31391
272,119.63029
273,130.38327
274,163.13948
275,162.50778
276,162.36736
277,161.20244
278,160.97037
279,161.41382
280,131.65161
281,153.48083
282,162.40823
283,163.36105
284,138.52393
285,130.24367
286,130.28482
287,129.64935
288,130.10126
289,130.46036
290,128.64049
291,121.13256
292,130.88115
293,131.24762
294,166.38039
295,161.72781
296,162.21054
297,161.43681
298,161.07556
299,160.66371
300,159.62233
301,159.74297
302,160.25366
303,160.72482
304,146.83511
305,130.68652
306,130.48685
307,127.17574
308,128.80115
309,129.4854
310,129.50743
311,151.86404
312,130.403
313,131.33694
314,130.8963
315,131.34116
316,131.07526
317,131.43988
318,161.75882
319,159.9604
320,160.02083
321,159.51418
322,158.43039
323,157.1736
324,156.86855
325,158.94211
326,159.13983
327,159.73814
328,154.9172
329,130.13986
330,131.40749
331,130.98355
332,131.07791
333,131.3132
334,130.48123
335,130.91579
336,131.28458
337,111.23441
338,108.27731
339,108.41154
340,118.650764
341,131.47565
342,158.40868
343,154.93027
344,155.83061
345,154.1874
346,153.6
347,151.98619
348,153.98634
349,154.8634
350,157.10805
351,155.50348
352,158.57455
353,155.9632
354,130.39241
355,130.80795
356,130.57277
357,130.19281
358,129.99864
359,119.04683
360,107.92975
361,107.7237
362,107.31949
363,107.86782
364,115.19099
365,130.87546
366,133.80852
367,156.68727
368,154.273
369,156.73427
370,155.58359
371,155.84563
372,155.30655
373,156.23228
374,156.4645
375,157.19508
376,156.01012
377,156.22813
378,155.28476
379,131.94978
380,130.03038
381,131.13412
382,129.95042
383,116.684074
384,107.37164
385,107.98896
386,107.735405
387,108.1587
388,108.38245
389,131.7524
390,156.55386
391,154.49072
392,155.50916
393,154.46634
394,154.81088
395,153.63474
396,153.20824
397,152.6286
398,154.10281
399,143.37553
400,130.12321
401,129.98857
402,130.15231
403,131.66997
404,116.558205
405,107.32126
406,107.97961
407,107.20932
408,107.04916
409,107.75796
410,108.61963
411,109.20362
412,119.694626
413,157.885
414,156.49779
415,158.83672
416,155.51929
417,157.00104
418,155.65495
419,155.40622
420,156.09883
421,157.3154
422,145.34914
423,130.706
424,130.1518
425,130.07584
426,130.68481
427,131.27019
428,130.28389
429,130.47842
430,130.94237
431,130.65648
432,111.00956
433,108.20355
434,108.102325
435,108.58355
436,130.12897
437,131.09683
438,158.24527
439,155.66203
440,156.1896
441,153.88249
442,153.6032
443,154.58185
444,154.80823
445,155.01218
446,140.1655
447,108.931046
448,107.79508
449,109.67882
450,131.28027
451,132.01437
452,125.84137
453,108.40203
454,108.26739
455,108.528595
456,107.34258
457,107.15215
458,110.23143
459,138.216
460,132.00385
461,157.96681
462,156.55241
463,163.47063
464,155.7992
465,152.77786
466,153.18709
467,153.14188
468,154.66139
469,153.0035
470,156.10658
471,152.43248
472,131.02715
473,130.24283
474,129.67908
475,130.56827
476,126.00251
477,107.382286
478,108.43447
479,106.83086
480,107.71742
481,107.98083
482,108.13199
483,108.340416
484,126.13906
485,131.10478
486,152.33652
487,152.58144
488,132.72775
489,131.67169
490,131.43958
491,131.88
492,130.86604
493,132.18053
494,131.83304
495,130.81456
496,130.11108
497,131.1938
498,130.98943
499,131.98494
500,130.77844
501,131.31021
502,107.41982
503,107.200264
504,107.60442
505,107.566315
506,111.15972
507,131.40292
508,132.1971
509,131.80705
510,131.12498
511,131.62486
512,131.90071
513,131.2753
514,131.55133
515,131.80034
516,132.19002
517,131.82603
518,132.00491
519,131.82584
520,131.08827
521,131.52399
522,130.45302
523,130.31207
524,130.5872
525,131.53232
526,131.87779
527,130.6751
528,156.27652
529,158.98033
530,159.14717
531,130.72855
532,130.42615
533,129.94658
534,131.55304
535,131.88327
536,131.21727
537,131.54216
538,132.58899
539,132.35858
540,132.53677
541,132.23073
542,131.97699
543,130.72855
544,119.88145
545,107.53702
546,129.9141
547,130.94415
548,154.76125
549,130.37434
550,110.29545
551,107.61977
552,107.86071
553,128.36697
554,131.26796
555,131.06534
556,130.64389
557,130.27888
558,130.64456
559,131.89243
560,131.05594
561,130.99504
562,131.32907
563,130.72633
564,131.37532
565,130.63248
566,130.19586
567,130.38309
568,129.50047
569,129.05862
570,129.17133
571,129.06036
572,130.99663
573,128.52208
574,111.11163
575,126.80415
576,129.14322
577,149.68593
578,158.75119
579,159.57825
580,159.12291
581,157.71078
582,156.4732
583,157.32722
584,156.24467
585,159.7377
586,158.94656
587,160.42198
588,161.31146
589,160.8858
590,159.59906
591,160.76802
592,132.29356
593,129.37
594,129.52588
595,129.61227
596,129.05765
597,129.23056
598,129.06238
599,130.11818
600,130.0496
601,130.21931
602,162.8777
603,163.98016
604,150.42393
605,117.486885
606,119.19444
607,125.33503
608,109.695496
609,117.84886
610,129.75424
611,130.19531
612,129.61143
613,130.24872
614,130.64587
615,130.02458
616,130.18591
617,129.01323
618,110.59422
619,110.602684
620,110.5361
621,123.959564
622,131.1516
623,129.81555
624,129.65587
625,129.49872
626,129.64697
627,150.5695
628,159.0005
629,159.65019
630,159.2953
631,160.76913
632,140.76343
633,129.47682
634,129.39221
635,129.59604
636,129.52998
637,128.86464
638,111.887474
639,111.95735
640,111.83147
641,111.73643
642,111.69954
643,120.283424
644,152.8233
645,163.90228
646,161.63925
647,162.52003
648,161.23117
649,161.27316
650,160.03432
651,162.31612
652,161.47893
653,139.36453
654,129.14545
655,128.43864
656,128.42906
657,128.99976
658,129.40361
659,128.42645
660,126.26652
661,110.33907
662,110.55267
663,110.802086
664,119.307816
665,130.081
666,164.58223
667,163.88307
668,163.7466
669,162.28246
670,162.28308
671,160.75923
672,163.0676
673,163.97566
674,162.03197
675,129.80661
676,162.97466
677,129.82088
678,129.16095
679,128.95146
680,118.79691
681,110.496284
682,111.31269
683,127.64016
684,130.06087
685,162.6279
686,158.9465
687,158.8682
688,158.49286
689,159.55026
690,158.27776
691,159.872
692,159.94736
693,159.32579
694,159.82214
695,131.18848
696,129.40762
697,129.65291
698,129.69463
699,130.10283
700,129.38419
701,119.38593
702,109.91389
703,109.11044
704,109.750374
705,128.7596
706,129.97182
707,140.22147
708,159.23868
709,160.03976
710,159.29837
711,158.71547
712,156.75629
713,158.05319
714,157.3928
715,159.6496
716,159.16254
717,159.32918
718,131.84064
719,131.44026
720,131.5433
721,131.07079
722,131.82336
723,131.0193
724,110.25085
725,130.03728
726,110.62542
727,161.33339
728,157.62938
729,159.11273
730,158.26717
731,156.50406
732,159.37285
733,156.80615
734,155.11374
735,156.08224
736,153.57909
737,155.26389
738,155.00903
739,155.77695
740,154.93683
741,154.7565
742,154.78485
743,154.58301
744,153.92488
745,153.65662
746,151.99591
747,154.84741
748,153.55843
749,152.9716
750,129.86475
751,108.79522
752,108.60939
753,107.572975
754,151.3384
755,155.07237
756,151.73306
757,148.87163
758,147.05157
759,123.272644
760,108.27598
761,109.312836
762,109.158134
763,155.62396
764,154.24678
765,131.9302
766,108.926155
767,108.57915
768,108.38614
769,108.16162
770,107.40784
771,109.57473
772,109.90018
773,108.7966
774,108.700455
775,108.32322
776,108.18546
777,109.62728
778,119.25524
779,132.68965
780,132.12749
781,132.70006
782,132.70654
783,132.3858
784,132.27048
785,133.70026
786,132.5
787,132.3575
788,132.5394
789,131.34436
790,131.50653
791,132.03639
792,132.3932
793,131.77098
794,131.10333
795,131.3034
796,132.13373
797,131.48477
798,111.36795
799,123.82438
800,131.2771
801,130.89507
802,131.1365
803,131.14786
804,131.12288
805,131.02127
806,131.76419
807,129.86972
808,131.60593
809,132.25711
810,131.53198
811,131.06514
812,132.19914
813,131.2351
814,130.5136
815,130.07307
816,129.79199
817,129.97377
818,129.34482
819,130.14622
820,130.40701
821,115.840515
822,109.59109
823,109.28364
824,108.98745
825,109.12376
826,124.447876
827,130.4362
828,131.0671
829,130.67941
830,130.49974
831,129.90712
832,130.3758
833,130.87346
834,131.08458
835,131.63579
836,130.6614
837,130.10544
838,129.77873
839,130.52525
840,130.60983
841,131.27586
842,130.44319
843,114.40683
844,107.94526
845,109.010605
846,107.6854
847,107.87483
848,108.961586
849,109.516914
850,124.40321
851,131.59732
852,132.08072
853,130.58084
854,131.32207
855,131.02087
856,132.18687
857,131.51384
858,131.22743
859,132.36205
860,124.01852
861,107.61048
862,107.986
863,107.90011
864,120.90388
865,114.617485
866,131.09224
867,120.281395
868,107.42829
869,107.655266
870,108.20002
871,108.01343
872,108.31385
873,107.78946
874,108.47302
875,131.79001
876,130.92206
877,130.89078
878,131.15918
879,130.29263
880,131.64525
881,131.54051
882,130.7098
