,0
0,119.4676
1,114.33751
2,129.69737
3,134.61766
4,135.06435
5,135.0651
6,132.74797
7,134.3369
8,135.69173
9,134.8847
10,135.09103
11,134.21298
12,134.60623
13,134.19786
14,135.2828
15,134.28413
16,118.07932
17,115.10394
18,118.74643
19,149.18651
20,172.0131
21,171.21712
22,173.77461
23,173.78494
24,171.94061
25,170.05803
26,170.19884
27,168.76521
28,169.91907
29,171.07869
30,138.78764
31,133.92511
32,136.68848
33,136.22543
34,135.76573
35,132.70154
36,116.646126
37,118.4775
38,121.9559
39,140.04852
40,172.40321
41,169.00839
42,168.70091
43,166.14603
44,167.38675
45,167.7824
46,169.62315
47,169.94492
48,170.44029
49,170.15416
50,170.57695
51,171.58061
52,155.7252
53,139.68013
54,130.19301
55,125.55956
56,122.12895
57,120.899734
58,120.43141
59,121.08307
60,122.14016
61,121.67592
62,124.28704
63,123.22046
64,133.56534
65,143.72705
66,141.51018
67,141.10321
68,140.98488
69,139.07834
70,135.42082
71,135.1024
72,134.29086
73,134.45735
74,126.82715
75,122.53523
76,135.66008
77,127.9461
78,114.361305
79,124.644775
80,135.97246
81,144.73756
82,168.87143
83,166.82413
84,166.98352
85,164.41823
86,167.12614
87,164.44844
88,144.08307
89,146.82837
90,142.46683
91,137.3458
92,135.69106
93,135.77751
94,135.00806
95,132.28992
96,133.40964
97,132.57878
98,118.47267
99,114.62259
100,113.850845
101,116.22024
102,113.46901
103,115.40625
104,116.36166
105,156.3295
106,170.16718
107,171.20207
108,169.10793
109,169.66307
110,168.41841
111,168.50883
112,167.90907
113,171.12785
114,120.90297
115,118.38659
116,117.13698
117,125.233604
118,115.47783
119,115.01441
120,116.415
121,143.43521
122,155.25165
123,166.89755
124,160.07228
125,157.60255
126,155.42511
127,155.79741
128,158.8825
129,170.17455
130,178.93887
131,175.46083
132,178.07195
133,176.88799
134,177.23376
135,176.79701
136,181.11679
137,175.4529
138,173.80785
139,176.90634
140,139.94655
141,134.66805
142,118.53034
143,128.87222
144,133.43935
145,136.63441
146,179.88461
147,179.16077
148,178.94626
149,177.05725
150,176.36937
151,176.23575
152,176.06462
153,174.95528
154,176.09071
155,176.5263
156,177.2221
157,176.8201
158,177.80847
159,176.90321
160,177.33092
161,176.11888
162,178.74059
163,176.74846
164,176.29
165,175.9569
166,178.56967
167,181.03496
168,181.8508
169,180.04488
170,183.95763
171,182.5234
172,176.03094
173,174.58495
174,172.0214
175,174.75522
176,176.65714
177,178.15771
178,175.98897
179,174.68976
180,176.63875
181,176.5102
182,174.45624
183,172.9201
184,174.11711
185,174.18604
186,169.30367
187,151.80365
188,162.6532
189,161.97998
190,162.89682
191,163.03926
192,163.21056
193,163.36305
194,161.4601
195,150.54478
196,143.51688
197,143.00887
198,143.93283
199,141.24847
200,133.38159
201,154.07014
202,155.94789
203,167.66118
204,167.4074
205,167.2932
206,166.17758
207,164.81409
208,166.05847
209,166.10516
210,166.42902
211,165.09607
212,164.03615
213,163.22957
214,163.09695
215,163.50682
216,160.97884
217,160.82486
218,162.29013
219,162.86484
220,169.359
221,168.92778
222,170.35239
223,169.69261
224,169.27985
225,171.341
226,170.2468
227,167.91875
228,167.92134
229,169.60594
230,169.39575
231,169.51622
232,172.93207
233,175.9441
234,174.62628
235,173.60094
236,171.88722
237,169.55864
238,168.65503
239,168.67274
240,169.20471
241,169.55347
242,168.87775
243,168.49783
244,167.9564
245,170.14923
246,169.0877
247,169.85454
248,168.98499
249,169.96495
250,168.82835
251,168.7572
252,168.90202
253,171.67793
254,173.93195
255,172.28017
256,171.19824
257,173.741
258,174.22993
259,172.80945
260,170.46878
261,169.21217
262,168.55528
263,167.50638
264,168.08748
265,169.71585
266,168.20488
267,169.90512
268,170.64331
269,170.67055
270,170.53363
271,168.12334
272,167.22737
273,169.09926
274,167.03102
275,167.33282
276,164.34665
277,167.29617
278,166.51341
279,165.65593
280,167.36266
281,167.32674
282,164.05519
283,165.58334
284,164.96504
285,166.26064
286,166.45651
287,167.89528
288,167.29471
289,175.85455
290,174.26202
291,174.7021
