,0
0,109.86865
1,109.745285
2,109.87864
3,109.8388
4,109.68103
5,110.06168
6,110.027695
7,110.434616
8,109.975876
9,109.75821
10,109.75914
11,118.641205
12,128.99971
13,130.19264
14,130.3134
15,130.42209
16,130.72247
17,129.47961
18,128.92831
19,125.4557
20,110.02839
21,109.74909
22,129.13692
23,129.95
24,128.95023
25,110.57804
26,109.886604
27,109.22395
28,109.35836
29,109.425095
30,109.95907
31,109.955925
32,129.58809
33,130.81194
34,130.58566
35,130.4063
36,130.72559
37,130.38773
38,129.9518
39,130.51846
40,129.98582
41,130.71771
42,130.32097
43,130.21484
44,129.80945
45,130.4218
46,130.25247
47,130.09871
48,130.12054
49,130.09906
50,111.60303
51,109.98391
52,109.84544
53,109.96499
54,110.21105
55,130.04596
56,130.64629
57,129.98563
58,129.27243
59,129.11525
60,130.0755
61,129.84804
62,140.77913
63,159.62537
64,160.73436
65,159.6769
66,140.42877
67,130.14058
68,129.57259
69,129.99112
70,129.2731
71,129.462
72,128.85353
73,128.38782
74,129.48479
75,123.663124
76,118.87076
77,128.94487
78,129.69832
79,128.52037
80,129.04039
81,129.4212
82,129.77803
83,130.10086
84,130.3236
85,129.98022
86,130.70352
87,130.4626
88,129.15036
89,129.47652
90,129.03438
91,128.69548
92,129.5195
93,128.75337
94,128.84529
95,128.68437
96,128.58762
97,129.33214
98,124.77726
99,109.856766
100,128.2958
101,129.16968
102,128.27911
103,128.31541
104,129.30272
105,130.06554
106,130.2028
107,130.62514
108,130.9428
109,130.66254
110,130.82645
111,130.5521
112,130.22571
113,130.75746
114,129.67645
115,129.96904
116,129.44113
117,129.66962
118,129.92899
119,128.9173
120,129.02608
121,115.281815
122,108.58939
123,108.675896
124,108.39267
125,108.73432
126,108.832
127,109.36953
128,109.007706
129,120.69463
130,129.42252
131,130.11229
132,130.16675
133,129.1607
134,130.1084
135,129.66795
136,129.61618
137,129.32262
138,128.53786
139,128.59792
140,128.18576
141,128.92955
142,127.35706
143,127.56115
144,112.38881
145,109.33205
146,108.987785
147,109.1169
148,109.520706
149,110.483826
150,161.96857
151,159.88351
152,159.97183
153,160.43585
154,161.79878
155,159.68217
156,161.68047
157,161.76866
158,162.49199
159,161.8605
160,163.35532
161,161.79259
162,163.0876
163,127.91706
164,126.80987
165,119.73143
166,165.46608
167,165.47945
168,163.93307
169,165.08151
170,164.74463
171,165.87875
172,165.1386
173,165.88487
174,163.58864
175,166.27939
176,164.40483
177,126.617325
178,128.88489
179,127.62471
180,127.75408
181,122.936485
182,128.07425
183,128.35641
184,156.85889
185,165.198
186,165.3646
187,163.14793
188,164.4752
189,162.94057
190,163.5355
191,164.02321
192,165.23515
193,164.43814
194,164.8553
195,163.41083
196,165.9264
197,157.24066
198,126.78582
199,128.2872
200,128.17883
201,129.55162
202,163.61122
203,163.1735
204,163.44902
205,160.22023
