,0
0,112.12603
1,111.457825
2,111.82745
3,111.13115
4,112.33176
5,112.43007
6,112.5977
7,113.00805
8,111.247345
9,111.41995
10,111.04485
11,122.98394
12,133.21967
13,134.6333
14,134.84875
15,134.9749
16,135.21591
17,133.94302
18,133.25595
19,128.54921
20,111.75229
21,111.39623
22,133.58858
23,134.4495
24,133.17331
25,111.124985
26,110.80486
27,111.153946
28,111.61511
29,111.554245
30,111.73887
31,111.12337
32,134.04947
33,135.18297
34,134.74428
35,134.12164
36,134.55756
37,134.11835
38,133.38322
39,134.16565
40,133.39082
41,134.39133
42,133.75677
43,133.73907
44,133.18994
45,133.64996
46,133.41722
47,133.24869
48,133.36104
49,133.22041
50,111.10687
51,110.81558
52,110.85364
53,111.484634
54,111.05843
55,132.95828
56,133.56432
57,132.81892
58,131.82726
59,131.67462
60,132.7174
61,132.67838
62,143.74117
63,162.72144
64,163.77827
65,163.00685
66,143.7641
67,133.4146
68,133.00192
69,133.56404
70,132.91805
71,133.63448
72,133.5357
73,133.15253
74,134.77853
75,128.0214
76,125.35555
77,134.76616
78,135.69864
79,134.36475
80,134.70528
81,134.5409
82,134.56802
83,134.6488
84,134.60518
85,134.06017
86,135.16957
87,135.06296
88,133.87715
89,134.22995
90,133.6743
91,133.34863
92,134.21872
93,133.39415
94,133.60008
95,133.51808
96,133.50644
97,134.82854
98,130.4599
99,113.32713
100,134.26797
101,135.45467
102,134.60045
103,135.0067
104,135.89581
105,136.49776
106,136.3546
107,136.77222
108,137.2391
109,136.8875
110,137.14812
111,136.85228
112,136.75624
113,137.6641
114,136.3275
115,136.96211
116,136.4109
117,136.71402
118,136.89925
119,135.7591
120,135.64983
121,122.69549
122,114.212326
123,114.75975
124,114.062
125,114.2038
126,114.451126
127,114.16051
128,113.56007
129,127.58613
130,136.09253
131,136.82999
132,137.0103
133,135.93575
134,137.11008
135,136.44226
136,136.39116
137,136.1398
138,135.15489
139,135.33315
140,135.28021
141,136.46693
142,134.93275
143,135.1524
144,116.59566
145,115.25771
146,114.46159
147,114.98427
148,114.79983
149,115.79212
150,170.30128
151,168.0884
152,167.96132
153,168.20581
154,169.42337
155,167.46083
156,169.70476
157,169.78728
158,170.48038
159,169.71593
160,171.18858
161,169.66187
162,171.01118
163,135.39236
164,134.62668
165,126.21447
166,174.06996
167,173.4338
168,171.86302
169,173.06274
170,172.46933
171,173.8092
172,173.11882
173,174.00867
174,171.51093
175,174.14316
176,172.14348
177,133.87975
178,136.11856
179,134.9342
180,135.1323
181,128.6861
182,135.48447
183,135.94179
184,164.8873
185,173.40123
186,173.32318
187,170.81558
188,172.32468
189,170.65512
190,171.28429
191,171.63763
192,172.9174
193,172.39523
194,172.93796
195,171.33177
196,174.20454
197,165.18465
198,134.55298
199,136.13757
200,136.00853
201,137.8199
202,172.76378
203,171.971
204,171.39207
205,166.96605
206,167.65967
207,166.63972
208,167.07442
209,166.38582
210,167.95837
211,165.50526
212,167.38654
213,164.89688
214,165.47502
215,133.4293
216,134.29877
217,134.75427
218,133.93405
219,133.73375
220,134.17563
221,121.277596
222,112.747055
223,113.59158
224,120.46133
225,134.34828
226,163.79488
227,163.11588
228,162.05426
229,161.53406
230,161.90451
231,160.46509
232,161.17885
233,162.55684
234,161.98973
235,161.06163
236,162.51164
237,160.79346
238,161.48747
239,160.74841
240,135.79324
241,135.09138
242,134.90326
243,134.82477
244,134.94328
245,135.03989
246,123.4308
247,116.96578
248,135.12938
249,135.98503
250,135.23985
251,162.92336
252,159.89145
253,160.19891
254,161.24673
255,161.61818
256,159.96402
257,161.00171
258,162.79527
259,164.91074
260,164.79184
261,134.84773
262,133.91734
263,133.41643
264,134.3579
265,135.03668
266,133.9267
267,133.76678
268,135.01936
269,116.36653
270,113.38242
271,112.778366
272,122.42132
273,134.08458
274,167.40996
275,166.7133
276,166.63336
277,165.42108
278,164.97928
279,165.18929
280,134.6809
281,156.71071
282,166.07831
283,167.1318
284,142.06279
285,133.7025
286,133.83322
287,133.15114
288,133.69681
289,134.1325
290,131.9864
291,121.30651
292,134.82648
293,135.09001
294,171.06131
295,165.76517
296,164.95576
297,163.79861
298,163.49948
299,163.14595
300,162.29254
301,162.27492
302,162.8234
303,163.39604
304,149.23273
305,132.88675
306,132.7682
307,129.73094
308,132.02597
309,133.18675
310,133.44756
311,156.68529
312,134.6159
313,135.77567
314,134.74077
315,135.01384
316,134.52489
317,134.90907
318,165.47554
319,163.28587
320,162.92023
321,162.11674
322,160.83873
323,159.64737
324,159.25204
325,161.33403
326,161.91594
327,162.49345
328,157.95618
329,132.46867
330,133.84248
331,133.4232
332,132.90353
333,133.50525
334,132.71246
335,133.10161
336,133.57297
337,114.177895
338,112.04479
339,112.53111
340,122.32784
341,134.33868
342,161.59955
343,158.45462
344,159.122
345,157.33856
346,156.69899
347,154.88658
348,156.8117
349,158.29218
350,161.52902
351,160.33234
352,163.17287
353,161.15479
354,134.83946
355,135.929
356,135.35725
357,134.59888
358,134.83731
359,123.252495
360,113.60154
361,114.26877
362,113.946724
363,114.16013
364,121.84909
365,136.24306
366,139.29227
367,162.02736
368,159.66414
369,161.86815
370,160.30312
371,160.62997
372,160.03392
373,160.92326
374,161.28392
375,162.10619
376,160.68411
377,160.47711
378,159.30275
379,135.53731
380,133.12086
381,134.69666
382,133.55325
383,119.94784
384,112.19086
385,112.97777
386,112.81099
387,113.31162
388,113.475525
389,136.07352
390,161.64948
391,159.41249
392,160.37363
393,159.16028
394,159.91862
395,158.83344
396,158.64948
397,158.0798
